macro_sector_name,sector_name,industry_name,basic_industry_name,company,symbol,market_cap
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,SRF,SRF,75969.27
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Tata Chemicals,TATACHEM,18272.65
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Deepak Fertilis.,DEEPAKFERT,12563.22
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,G N F C,GNFC,6683.60
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,GHCL,GHCL,4425.18
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Chemplast Sanmar,CHEMPLASTS,3815.53
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Gujarat Alkalies,GUJALKALI,3505.30
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Grauer & Weil,GRAUWEIL,2856.50
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Thirumalai Chem.,TIRUMALCHM,2306.58
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,J.G.Chemicals,JGCHEM,1415.93
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,I G Petrochems,IGPL,1110.46
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Andhra Sugars,ANDHRSUGAR,1002.48
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Amines & Plast.,AMNPLST,850.10
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Sr.Rayala.Hypo,SRHHYPOLTD,813.10
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Indo Borax & Ch.,INDOBORAX,786.63
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Sadhana Nitro,SADHNANIQ,581.37
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Chemfab Alka.,CHEMFAB,556.01
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,OCCL,OCCLLTD,449.60
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Primo Chemicals,PRIMO,449.25
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Lords Chloro,LORDSCHLO,366.65
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Mangalam Organic,MANORG,353.46
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Jocil,JOCIL,118.56
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Hind.Fluoro Carb,id,33.95
Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,TECIL Chemical,TECILCHEM,27.21
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Pidilite Inds.,PIDILITIND,151761.51
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Gujarat Fluoroch,FLUOROCHEM,38363.52
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Navin Fluo.Intl.,NAVINFLUOR,32076.64
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Deepak Nitrite,DEEPAKNTR,21511.59
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Atul,ATUL,19577.47
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Aarti Industries,AARTIIND,16235.01
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Vinati Organics,VINATIORGA,15284.84
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,BASF India,BASF,14982.54
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Fine Organic,FINEORG,14447.29
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Anupam Rasayan,ANURAS,14066.20
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Aether Industri.,AETHER,12657.56
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Privi Speci.,PRIVISCL,11862.85
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Jubilant Ingrev.,JUBLINGREA,9339.45
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Clean Science,CLEAN,7811.37
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Alkyl Amines,ALKYLAMINE,7617.38
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Archean Chemical,ACI,7065.67
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Galaxy Surfact.,GALAXYSURF,6915.16
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Foseco India,FOSECOIND,4004.27
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Neogen Chemicals,NEOGEN,3881.46
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Epigral,EPIGRAL,3874.19
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Balaji Amines,BALAMINES,3522.65
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Laxmi Organic,LXCHEM,3491.35
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Vishnu Chemicals,VISHNU,3384.47
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Styrenix Perfor.,STYRENIX,3373.15
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Tatva Chintan,TATVA,2873.77
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Camlin Fine,CAMLINFINE,2834.54
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,DDev Plastiks,DDEVPLSTIK,2812.52
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Rossari Biotech,ROSSARI,2748.70
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Fineotex Chem,FCL,2741.19
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Jubilant Agri,JUBLCPL,2737.90
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NOCIL,NOCIL,2395.53
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,S H Kelkar & Co.,SHK,2045.62
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Bhansali Engg.,BEPL,2015.99
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Yasho Industries,YASHO,1851.00
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Vidhi Specialty,VIDHIING,1559.59
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Platinum Industr,PLATIND,1213.35
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Excel Industries,EXCELINDUS,1185.65
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Paushak,PAUSHAKLTD,1128.47
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Gem Aromatics,GEMAROMA,1039.90
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Oriental Aromat.,OAL,914.95
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Sacheerome,SACHEEROME,869.07
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Fairchem Organic,FAIRCHEMOR,783.13
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Indo Amines,INDOAMIN,780.75
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Valiant Organics,VALIANTORG,634.40
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Chemcon Special.,CHEMCON,602.33
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,DMCC Speciality,DMCC,558.00
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Jayant Agro Org.,JAYAGROGN,538.80
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Kronox Lab,KRONOX,438.94
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Chembond Chemic.,CHEMBONDCH,393.54
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Plastiblends (I),PLASTIBLEN,380.97
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Aarti Surfactant,AARTISURF,343.90
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,HP Adhesives,HPAL,336.17
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Dynemic Products,DYNPRO,282.71
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Vikas Ecotech,VIKASECO,245.85
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Diamines & Chem.,DIAMINESQ,233.97
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Chembond Materi.,CHEMBOND,201.38
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Arvee Laborat.,ARVEE,170.81
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Ishan Dyes,ISHANCH,166.22
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Silkflex Polymer,SILKFLEX,162.15
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Indian Emuls,IEML,140.62
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,IVP,IVP,138.83
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Indian Phosphate,IPHL,137.32
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Neochem Bio,NEOCHEM,135.77
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Vital Chemtech,VITAL,120.59
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,SPEB Adhesives,SPEB,116.82
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Renol Polychem,RNPL,112.01
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Ambani Orgochem,AMBANIORGO,104.70
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Hindcon Chemical,HINDCON,103.56
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Biopol Chemicals,BIOPOL,103.36
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Alkali Metals,ALKALI,65.26
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Snehaa Organics,SNEHAA,47.08
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Sanginita Chemi.,SANGINITA,36.83
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Seya Industries,SEYAIND,32.56
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Vadivarhe Speci.,VSCL,32.47
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Saroja Pharma In,SAROJA,13.45
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Omkar Spl.Chem.,OMKARCHEM,10.29
Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Rite Zone,RITEZONE,8.04
Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,Himadri Special,HSCL,24353.12
Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,PCBL Chemical,PCBL,12162.04
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Sudarshan Chem.,SUDARSCHEM,6840.20
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Kiri Industries,KIRIINDUS,2731.63
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Sh.Pushkar Chem.,SHREEPUSHK,1033.69
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Sudarshan Colorants,SUDARCOLOR,794.46
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Bhageria Indust.,BHAGERIA,678.87
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Bodal Chemicals,BODALCHEM,595.99
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Asahi Songwon,ASAHISONG,267.48
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Poddar Pigments,PODDARMENT,250.87
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Ducol Organics,DUCOL,222.84
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,AksharChem (I),AKSHARCHEM,175.53
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Mahickra Chem.,MAHICKRA,150.26
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Hindprakash Indu,HPIL,144.19
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Paragon Fine,PARAGON,91.27
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Ushanti Colour,UCL,84.16
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Unilex Colour &C,UNILEX,36.77
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Arunaya Organics,ARUNAYA,34.11
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Prolife Indust.,PROLIFE,24.63
Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Yasons Chemex,YCCL,20.95
Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,Solar Industries,SOLARINDS,122272.61
Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,Prem. Explosives,PREMEXPLN,2907.41
Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,GOCL Corpn.,GOCLCORP,1321.20
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Supreme Petroch.,SPLPETRO,13599.59
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Swan Corp,SWANCORP,11979.89
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Rain Industries,RAIN,5002.11
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,DCW,DCW,1401.95
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Manali Petrochem,MANALIPETC,953.34
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,T N Petro Prod.,TNPETRO,852.81
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Agarwal Indl.,AGARIND,827.54
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Kothari Petroche,KOTHARIPET,680.15
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Neptune Pet.,NEPTUNE,507.44
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Pasupati Acrylon,PASUPTAC,472.93
Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Rajputana Bio.,RAJPUTANA,160.01
Commodities,Chemicals,Chemicals & Petrochemicals,Printing Inks,DIC India,DICIND,478.30
Commodities,Chemicals,Chemicals & Petrochemicals,Printing Inks,Kshitij Polyline,KSHITIJPOL,41.80
Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Uniphos Enter.,UNIENTER,743.91
Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Vinyl Chemicals,VINYLINDIA,384.05
Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Dhariwalcorp,DHARIWAL,380.94
Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Shankar Lal Ram.,SRD,270.10
Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,Linde India,LINDEINDIA,57318.54
Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,Ellen.Indl.Gas,ELLEN,3226.85
Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,Refex Industries,REFEX,3020.55
Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,Stallion India,STALLION,1479.69
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Coromandel Inter,COROMANDEL,65469.37
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,F A C T,FACT,48200.15
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Chambal Fert.,CHAMBLFERT,18309.81
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Paradeep Phosph.,PARADEEP,12610.27
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,R C F,RCF,6996.50
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,G S F C,GSFC,6733.46
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,M B Agro Prod.,MBAPL,4107.51
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Natl.Fertilizer,NFL,3801.50
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Krishana Phosch.,KRISHANA,2932.87
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,S P I C,SPIC,1417.96
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Madras Fertilize,MADRASFERT,1086.86
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Zuari Agro Chem.,ZUARI,938.32
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Khaitan Chemical,KHAICHEM,550.68
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Rama Phosphates,RAMAPHO,450.93
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Aries Agro,ARIES,423.81
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Balaji Phos.,BALAJIPHOS,319.81
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Nova Agritech,NOVAAGRI,274.78
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Nagarjuna Fert.,NAGAFERT,264.95
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Anya Polytech &,ANYA,232.80
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Agro Phos India,AGROPHOS,69.38
Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Bohra Industries,BOHRAIND,41.06
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,UPL,UPL,53777.50
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,P I Industries,PIIND,47340.41
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Bayer Crop Sci.,BAYERCROP,20977.40
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Sumitomo Chemi.,SUMICHEM,19944.59
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Sharda Cropchem,SHARDACROP,10753.10
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Rallis India,RALLIS,5339.13
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Dhanuka Agritech,DHANUKA,4604.47
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,NACL Industries,NACLIND,3148.67
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Bhagiradha Chem.,BHAGCHEM,2629.71
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Bharat Rasayan,BHARATRAS,2495.89
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,India Pesticides,IPL,1806.93
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Insecticid.India,INSECTICID,1792.48
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Punjab Chemicals,PUNJABCHEM,1453.49
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Astec Lifescienc,ASTEC,1397.20
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Meghmani Organi.,MOL,1341.22
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Heranba Inds,HERANBA,829.72
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Dharmaj Crop,DHARMAJ,803.24
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Advance Agrolife,ADVANCE,780.96
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Best Agrolife,BESTAGRO,573.84
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Shivalik Rasayan,SHIVALIK,453.40
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Indogulf Cropsci,IGCL,417.78
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Sikko Industries,SIKKO,200.93
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Crop Life Scienc,CLSL,82.27
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Aristo Bio-Tech,ARISTO,64.64
Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Ambey Laborator.,AMBEY,57.38
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,UltraTech Cem.,ULTRACEMCO,373552.75
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Grasim Inds,GRASIM,190717.40
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Ambuja Cements,AMBUJACEM,123653.25
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Shree Cement,SHREECEM,93902.16
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,J K Cements,JKCEMENT,43627.63
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Dalmia BharatLtd,DALBHARAT,37151.45
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,ACC,ACC,29904.21
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,The Ramco Cement,RAMCOCEM,26672.64
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,JSW Cement,JSWCEMENT,17035.63
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,India Cements,INDIACEM,12609.32
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Nuvoco Vistas,NUVOCO,11720.25
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,JK Lakshmi Cem.,JKLAKSHMI,8828.20
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Star Cement,STARCEMENT,8665.48
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Birla Corpn.,BIRLACORPN,7665.43
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Prism Johnson,PRSMJOHNSN,6294.54
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Heidelberg Cem.,HEIDELBERG,3682.01
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Orient Cement,ORIENTCEM,3163.93
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Mangalam Cement,MANGLMCEM,2500.59
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Sagar Cements,SAGCEM,2498.32
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,K C P,KCP,2048.55
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Sanghi Industrie,SANGHIIND,1539.81
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Deccan Cements,DECCANCE,1045.14
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Sh. Digvijay Cem,SHREDIGCEM,1027.63
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,NCL Industries,NCLIND,846.96
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,BIGBLOC Const.,BIGBLOC,760.17
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Saurashtra Cem.,SAURASHCEM,726.28
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Visaka Industrie,VISAKAIND,529.66
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Andhra Cements,ACL,511.00
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Anjani Portland,APCL,372.74
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Kesoram Inds.,KESORAMIND,283.32
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Barak Valley,BVCL,95.37
Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Kakatiya Cement,KAKATCEM,87.79
Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Ramco Inds.,RAMCOIND,2510.83
Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Arisinfra Solu.,ARIS,918.48
Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Everest Inds.,EVERESTIND,605.85
Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Vishnusurya Pro.,VISHNUINFR,412.34
Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Sahyadri Industr,SAHYADRI,274.83
Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,MCON Rasayan,MCON,32.50
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Indian Metals,IMFA,6840.46
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Maithan Alloys,MAITHANALL,2913.01
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Visa Steel,VISASTEEL,433.22
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Owais Metal,OWAIS,293.29
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Jainam Ferro,JAINAM,240.08
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Shyam Century,SHYAMCENT,106.09
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,QVC Exports,QVCEL,25.61
Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Impex Ferro Tech,IMPEXFERRO,14.95
Commodities,Metals & Mining,Ferrous Metals,Pig Iron,Kirl. Ferrous,KIRLFER,6546.80
Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,KIOCL,KIOCL,20469.71
Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,S.A.L Steel,SALSTEEL,684.46
Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,Vraj Iron,VRAJ,417.64
Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,Chaman Metallics,CMNL,251.00
Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,Vaswani Industri,VASWANI,203.19
Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,Shri Hare-Krish.,SHKSIL,82.52
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,JSW Steel,JSWSTEEL,310988.38
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Tata Steel,TATASTEEL,265112.30
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Jindal Steel,JINDALSTEL,126531.15
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,S A I L,SAIL,68570.86
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Jindal Stain.,JSL,63913.12
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Sarda Energy,SARDAEN,19480.67
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,NMDC Steel,NSLNISP,11871.89
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Jai Balaji Inds.,JAIBALAJI,6313.93
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Prakash Industri,PRAKASH,2357.44
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Mukand,MUKANDLTD,1902.11
Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Manaksia Steels,MANAKSTEEL,375.75
