reason,company,symbol,url,basic_industry
BSE stock (numeric symbol),Tanfac Inds.,506854,/company/506854/,Commodity Chemicals
BSE stock (numeric symbol),Blue Pearl Agri,514440,/company/514440/,Commodity Chemicals
BSE stock (numeric symbol),Citurgia Biochem,506373,/company/506373/,Commodity Chemicals
BSE stock (numeric symbol),TGV Sraac,507753,/company/507753/,Commodity Chemicals
BSE stock (numeric symbol),Tuticorin Alkali,506808,/company/506808/,Commodity Chemicals
BSE stock (numeric symbol),POCL Enterprises,539195,/company/539195/,Commodity Chemicals
BSE stock (numeric symbol),Transpek Inds.,506687,/company/506687/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Vikram Thermo,530477,/company/530477/,Commodity Chemicals
BSE stock (numeric symbol),Alufluoride,524634,/company/524634/,Commodity Chemicals
BSE stock (numeric symbol),Andhra Petrochem,500012,/company/500012/,Commodity Chemicals
BSE stock (numeric symbol),National Perox.,544205,/company/544205/,Commodity Chemicals
BSE stock (numeric symbol),Kesar Petroprod.,524174,/company/524174/,Commodity Chemicals
BSE stock (numeric symbol),ZR2 Bioenergy,506640,/company/506640/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Hind.Organ.Chem.,500449,/company/500449/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Kanchi Karpooram,538896,/company/538896/,Commodity Chemicals
BSE stock (numeric symbol),ARCL Organics,543993,/company/543993/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),AG Ventures,506579,/company/506579/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Gayatri BioOrga.,524564,/company/524564/,Commodity Chemicals
BSE stock (numeric symbol),Polychem,506605,/company/506605/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Archit Organosys,524640,/company/524640/,Commodity Chemicals
BSE stock (numeric symbol),Sh. Hari Chem.,524336,/company/524336/,Commodity Chemicals
BSE stock (numeric symbol),Ritesh Intl.,519097,/company/519097/,Commodity Chemicals
BSE stock (numeric symbol),Shreyas Interm.,526335,/company/526335/,Commodity Chemicals
BSE stock (numeric symbol),Standard Surfact,526231,/company/526231/,Commodity Chemicals
BSE stock (numeric symbol),TCM,524156,/company/524156/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Genus Prime,532425,/company/532425/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Caprolactam Chem,507486,/company/507486/,Commodity Chemicals
BSE stock (numeric symbol),Camex,524440,/company/524440/,Commodity Chemicals
BSE stock (numeric symbol),Haryana Leather,524080,/company/524080/,Commodity Chemicals
BSE stock (numeric symbol),Omkar Pharmachem,532167,/company/532167/,Commodity Chemicals
BSE stock (numeric symbol),Venlon Enterpris,524038,/company/524038/,Commodity Chemicals
BSE stock (numeric symbol),Shentracon Chem.,530757,/company/530757/,Commodity Chemicals
BSE stock (numeric symbol),Deco-Mica,531227,/company/531227/,Commodity Chemicals
BSE stock (numeric symbol),Pentokey Organy,524210,/company/524210/,Commodity Chemicals
BSE stock (numeric symbol),Sonal Adhesives,526901,/company/526901/,Commodity Chemicals
BSE stock (numeric symbol),Asian Petroprod.,524434,/company/524434/,Commodity Chemicals
BSE stock (numeric symbol),Vinyoflex,530401,/company/530401/,Commodity Chemicals
BSE stock (numeric symbol),Jayshree Chem.,506520,/company/506520/,Commodity Chemicals
BSE stock (numeric symbol),Vivid Global,524576,/company/524576/,Commodity Chemicals
BSE stock (numeric symbol),Square Four Pro.,526532,/company/526532/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Tulasee Bio-Eth.,524514,/company/524514/,Commodity Chemicals
BSE stock (numeric symbol),Sreechem Resins,514248,/company/514248/,Commodity Chemicals
BSE stock (numeric symbol),Alchemist Corp.,531409,/company/531409/consolidated/,Commodity Chemicals
BSE stock (numeric symbol),Emmessar Biotech,524768,/company/524768/,Commodity Chemicals
BSE stock (numeric symbol),Link Pharma Chem,524748,/company/524748/,Commodity Chemicals
BSE stock (numeric symbol),Advance Petroch.,506947,/company/506947/,Commodity Chemicals
BSE stock (numeric symbol),Bhagawati Oxygen,509449,/company/509449/,Commodity Chemicals
BSE stock (numeric symbol),Lime Chemicals,507759,/company/507759/,Commodity Chemicals
BSE stock (numeric symbol),Kuwer Industries,530421,/company/530421/,Commodity Chemicals
BSE stock (numeric symbol),Kobo Biotech,531541,/company/531541/,Commodity Chemicals
BSE stock (numeric symbol),Padmanabh Inds.,526905,/company/526905/,Commodity Chemicals
BSE stock (numeric symbol),Elantas Beck,500123,/company/500123/,Specialty Chemicals
BSE stock (numeric symbol),Indokem,504092,/company/504092/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Jyoti Resins,514448,/company/514448/,Specialty Chemicals
BSE stock (numeric symbol),Titan Biotech,524717,/company/524717/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Nitta Gelatin,506532,/company/506532/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Sunshield Chem.,530845,/company/530845/,Specialty Chemicals
BSE stock (numeric symbol),Sudarshan Pharma,543828,/company/543828/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Amal,506597,/company/506597/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Black Rose Indus,514183,/company/514183/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Vipul Organics,530627,/company/530627/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Nikhil Adhesives,526159,/company/526159/,Specialty Chemicals
BSE stock (numeric symbol),Indian Toners,523586,/company/523586/,Specialty Chemicals
BSE stock (numeric symbol),Bhatia Colour,543497,/company/543497/,Specialty Chemicals
BSE stock (numeric symbol),Multibase India,526169,/company/526169/,Specialty Chemicals
BSE stock (numeric symbol),India Gelatine,531253,/company/531253/,Specialty Chemicals
BSE stock (numeric symbol),Narmada Gelatine,526739,/company/526739/,Specialty Chemicals
BSE stock (numeric symbol),Cochin Minerals,513353,/company/513353/,Specialty Chemicals
BSE stock (numeric symbol),Dai-ichi Karkari,526821,/company/526821/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),AVI Polymers,539288,/company/539288/,Specialty Chemicals
BSE stock (numeric symbol),Jaysynth Orgo,524592,/company/524592/,Specialty Chemicals
BSE stock (numeric symbol),Patel Chem,544460,/company/544460/,Specialty Chemicals
BSE stock (numeric symbol),SK Minerals & Additives,544584,/company/544584/,Specialty Chemicals
BSE stock (numeric symbol),Chemcrux Enterp.,540395,/company/540395/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Polson,507645,/company/507645/,Specialty Chemicals
BSE stock (numeric symbol),Resonance Speci.,524218,/company/524218/,Specialty Chemicals
BSE stock (numeric symbol),Deepak Chemtex,544036,/company/544036/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Deep Polymers,541778,/company/541778/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Technichem Org.,544327,/company/544327/,Specialty Chemicals
BSE stock (numeric symbol),Mehul Colours,544472,/company/544472/,Specialty Chemicals
BSE stock (numeric symbol),Kemistar Corp.,531163,/company/531163/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),Eiko Lifescience,540204,/company/540204/consolidated/,Specialty Chemicals
BSE stock (numeric symbol),KKalpana Inds.,526409,/company/526409/,Specialty Chemicals
BSE stock (numeric symbol),Shlokka Dyes,544582,/company/544582/,Specialty Chemicals
BSE stock (numeric symbol),Hardcast.& Waud,509597,/company/509597/,Specialty Chemicals
BSE stock (numeric symbol),Dynamic Industri,524818,/company/524818/,Specialty Chemicals
BSE stock (numeric symbol),Crestchem,526269,/company/526269/,Specialty Chemicals
BSE stock (numeric symbol),Daikaffil Chem,530825,/company/530825/,Specialty Chemicals
BSE stock (numeric symbol),Yug Decor,540550,/company/540550/,Specialty Chemicals
BSE stock (numeric symbol),Machhar Industri,543934,/company/543934/,Specialty Chemicals
BSE stock (numeric symbol),Vikram Aroma,544371,/company/544371/,Specialty Chemicals
BSE stock (numeric symbol),Organic Coatings,531157,/company/531157/,Specialty Chemicals
BSE stock (numeric symbol),Indo Euro Indch.,524458,/company/524458/,Specialty Chemicals
BSE stock (numeric symbol),Chemiesynth(Vapi,539230,/company/539230/,Specialty Chemicals
BSE stock (numeric symbol),Standard Shoe,523351,/company/523351/,Specialty Chemicals
BSE stock (numeric symbol),Pratiksha Chem.,531257,/company/531257/,Specialty Chemicals
BSE stock (numeric symbol),C J Gelatine,507515,/company/507515/,Specialty Chemicals
BSE stock (numeric symbol),Unitech Internat,531867,/company/531867/,Specialty Chemicals
BSE stock (numeric symbol),Indo Gulf Inds.,506945,/company/506945/,Specialty Chemicals
BSE stock (numeric symbol),Ultramarine Pig.,506685,/company/506685/consolidated/,Dyes And Pigments
BSE stock (numeric symbol),Keltech Energies,506528,/company/506528/,Explosives
BSE stock (numeric symbol),Beezaasan Exp.,544369,/company/544369/,Explosives
BSE stock (numeric symbol),Indian Acrylics,514165,/company/514165/,Petrochemicals
BSE stock (numeric symbol),Nexxus Petro,544265,/company/544265/,Petrochemicals
BSE stock (numeric symbol),Polylink Poly.,531454,/company/531454/,Petrochemicals
BSE stock (numeric symbol),Guj. Petrosynth.,506858,/company/506858/,Petrochemicals
BSE stock (numeric symbol),Aadi Industries,530027,/company/530027/,Petrochemicals
BSE stock (numeric symbol),A-1,542012,/company/542012/,Trading - Chemicals
BSE stock (numeric symbol),Bhavik Enterpris,544551,/company/544551/,Trading - Chemicals
BSE stock (numeric symbol),Evexia Lifecare,524444,/company/524444/consolidated/,Trading - Chemicals
BSE stock (numeric symbol),Shiv Texchem,544272,/company/544272/,Trading - Chemicals
BSE stock (numeric symbol),Mysore Petro,506734,/company/506734/consolidated/,Trading - Chemicals
BSE stock (numeric symbol),Yash Chemex,539939,/company/539939/consolidated/,Trading - Chemicals
BSE stock (numeric symbol),Laffans Petroch,524522,/company/524522/,Trading - Chemicals
BSE stock (numeric symbol),Citichem India,544324,/company/544324/,Trading - Chemicals
BSE stock (numeric symbol),CHD Chemicals,539800,/company/539800/,Trading - Chemicals
BSE stock (numeric symbol),Patron Exim,543798,/company/543798/,Trading - Chemicals
BSE stock (numeric symbol),Hilltone Softwar,544308,/company/544308/,Industrial Gases
BSE stock (numeric symbol),Natl. Oxygen,507813,/company/507813/,Industrial Gases
BSE stock (numeric symbol),Gagan Gases,524624,/company/524624/,Industrial Gases
BSE stock (numeric symbol),Bhagawati Gas,500051,/company/500051/,Industrial Gases
BSE stock (numeric symbol),Kothari Indl,509732,/company/509732/consolidated/,Fertilizers
BSE stock (numeric symbol),Bharat Agri Fert,531862,/company/531862/,Fertilizers
BSE stock (numeric symbol),Basant Agro Tech,524687,/company/524687/,Fertilizers
BSE stock (numeric symbol),Teesta Agro Ind.,524204,/company/524204/,Fertilizers
BSE stock (numeric symbol),Phosphate Co,542123,/company/542123/,Fertilizers
BSE stock (numeric symbol),Shiva Global,530433,/company/530433/consolidated/,Fertilizers
BSE stock (numeric symbol),M P Agro Inds.,506543,/company/506543/,Fertilizers
BSE stock (numeric symbol),Mahamaya Lifesc.,544611,/company/544611/consolidated/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Bhaskar Agrochem,524534,/company/524534/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Aimco Pesticides,524288,/company/524288/consolidated/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Super Crop Safe,530883,/company/530883/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Adarsh Plant,526711,/company/526711/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Phyto Chem (I),524808,/company/524808/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Natural Biocon,543207,/company/543207/,Pesticides & Agrochemicals
BSE stock (numeric symbol),Shiva Cement,532323,/company/532323/,Cement & Cement Products
BSE stock (numeric symbol),Shri Keshav,530977,/company/530977/,Cement & Cement Products
BSE stock (numeric symbol),Kanoria Energy,539620,/company/539620/,Cement & Cement Products
BSE stock (numeric symbol),Panyam Cement,500322,/company/500322/,Cement & Cement Products
BSE stock (numeric symbol),Keerthi Indus,518011,/company/518011/,Cement & Cement Products
BSE stock (numeric symbol),Sri Chakra Cem.,518053,/company/518053/,Cement & Cement Products
BSE stock (numeric symbol),Sainik Finance,530265,/company/530265/,Cement & Cement Products
BSE stock (numeric symbol),Scan Projects,531797,/company/531797/,Cement & Cement Products
BSE stock (numeric symbol),Vardhman Concr.,531444,/company/531444/,Cement & Cement Products
BSE stock (numeric symbol),Vaishno Cement,526941,/company/526941/,Cement & Cement Products
BSE stock (numeric symbol),Midwest Gold,526570,/company/526570/consolidated/,Other Construction Materials
BSE stock (numeric symbol),Marble City,531281,/company/531281/consolidated/,Other Construction Materials
BSE stock (numeric symbol),Nidhi Granites,512103,/company/512103/consolidated/,Other Construction Materials
BSE stock (numeric symbol),Glittek Granites,513528,/company/513528/,Other Construction Materials
BSE stock (numeric symbol),Divyashakti,526315,/company/526315/,Other Construction Materials
BSE stock (numeric symbol),Lerthai Finance,502250,/company/502250/,Other Construction Materials
BSE stock (numeric symbol),Ravi Leela Gran,526095,/company/526095/,Other Construction Materials
BSE stock (numeric symbol),Associated Cera.,531168,/company/531168/,Other Construction Materials
BSE stock (numeric symbol),Jai Mata Glass,523467,/company/523467/,Other Construction Materials
BSE stock (numeric symbol),Inani Marbles,531129,/company/531129/,Other Construction Materials
BSE stock (numeric symbol),Shiva Granito,540072,/company/540072/,Other Construction Materials
BSE stock (numeric symbol),Solid Stone Co,513699,/company/513699/consolidated/,Other Construction Materials
BSE stock (numeric symbol),Triveni Glass,502281,/company/502281/,Other Construction Materials
BSE stock (numeric symbol),Milestone Global,531338,/company/531338/consolidated/,Other Construction Materials
BSE stock (numeric symbol),Sashwat Technoc,506313,/company/506313/,Other Construction Materials
BSE stock (numeric symbol),Mayur Floorings,531221,/company/531221/,Other Construction Materials
BSE stock (numeric symbol),Neelkanth Rock,531049,/company/531049/,Other Construction Materials
BSE stock (numeric symbol),Nagpur Power,532362,/company/532362/consolidated/,Ferro & Silica Manganese
BSE stock (numeric symbol),Nilachal Carbo,544510,/company/544510/consolidated/,Ferro & Silica Manganese
BSE stock (numeric symbol),Indsil Hydro,522165,/company/522165/,Ferro & Silica Manganese
BSE stock (numeric symbol),Chrome Silicon,513005,/company/513005/,Ferro & Silica Manganese
BSE stock (numeric symbol),Facor Alloys,532656,/company/532656/consolidated/,Ferro & Silica Manganese
BSE stock (numeric symbol),Bihar Sponge,500058,/company/500058/,Sponge Iron
BSE stock (numeric symbol),Scan Steels,511672,/company/511672/,Iron & Steel
BSE stock (numeric symbol),KIC Metaliks,513693,/company/513693/,Iron & Steel
BSE stock (numeric symbol),PG Foils,526747,/company/526747/,Aluminium
BSE stock (numeric symbol),Msafe Equipments,544695,/company/544695/,Aluminium
BSE stock (numeric symbol),Hind Aluminium,531979,/company/531979/consolidated/,Aluminium
BSE stock (numeric symbol),Kanishk Alumin.,544693,/company/544693/,Aluminium
BSE stock (numeric symbol),Sacheta Metals,531869,/company/531869/,Aluminium
BSE stock (numeric symbol),Palco Metals Ltd,539121,/company/539121/consolidated/,Aluminium
BSE stock (numeric symbol),Sudal Industries,506003,/company/506003/,Aluminium
BSE stock (numeric symbol),Bothra Metals,535279,/company/535279/,Aluminium
BSE stock (numeric symbol),Maitri Enterp.,513430,/company/513430/consolidated/,Aluminium
BSE stock (numeric symbol),Golkonda Alumin.,513309,/company/513309/,Aluminium
BSE stock (numeric symbol),Onix Solar,513119,/company/513119/,Copper
BSE stock (numeric symbol),Mardia Samyoung,513544,/company/513544/,Copper
BSE stock (numeric symbol),N D Metal Inds.,512024,/company/512024/,Copper
BSE stock (numeric symbol),Sizemasters Tech,513496,/company/513496/consolidated/,Zinc
BSE stock (numeric symbol),Dec.Gold Mines,512068,/company/512068/consolidated/,Precious Metals
BSE stock (numeric symbol),Nanavati Venture,543522,/company/543522/,Precious Metals
BSE stock (numeric symbol),Utique Enterp.,500014,/company/500014/,Precious Metals
BSE stock (numeric symbol),Amanaya Ventures,543804,/company/543804/,Precious Metals
BSE stock (numeric symbol),NILE,530129,/company/530129/consolidated/,Industrial Minerals
BSE stock (numeric symbol),Asi Industries,502015,/company/502015/,Industrial Minerals
BSE stock (numeric symbol),South. Magnesium,513498,/company/513498/,Industrial Minerals
BSE stock (numeric symbol),Raw Edge Indust.,541634,/company/541634/,Industrial Minerals
BSE stock (numeric symbol),Kachchh Minerals,531778,/company/531778/,Industrial Minerals
BSE stock (numeric symbol),ABans Enterprise,512165,/company/512165/consolidated/,Trading - Metals
BSE stock (numeric symbol),Emergent Indust.,506180,/company/506180/consolidated/,Trading - Metals
BSE stock (numeric symbol),La Tim Metal & I,505693,/company/505693/,Trading - Metals
BSE stock (numeric symbol),Chennai Ferrous,539011,/company/539011/,Trading - Metals
BSE stock (numeric symbol),RR Metalmakers,531667,/company/531667/,Trading - Metals
BSE stock (numeric symbol),Starlineps Enter,540492,/company/540492/,Trading - Minerals
BSE stock (numeric symbol),KS Smart Technlogies,516038,/company/516038/consolidated/,Paper & Paper Products
BSE stock (numeric symbol),S. V. J. Enterp.,543799,/company/543799/,Paper & Paper Products
BSE stock (numeric symbol),Sh. Ajit Pulp,538795,/company/538795/consolidated/,Paper & Paper Products
BSE stock (numeric symbol),S I Paper Mills,516108,/company/516108/,Paper & Paper Products
BSE stock (numeric symbol),Sh. Krishna Pap.,500388,/company/500388/,Paper & Paper Products
BSE stock (numeric symbol),Nath Industries,502587,/company/502587/,Paper & Paper Products
BSE stock (numeric symbol),Ganga Papers,531813,/company/531813/,Paper & Paper Products
BSE stock (numeric symbol),Perfectpac,526435,/company/526435/,Paper & Paper Products
BSE stock (numeric symbol),Three M Paper,544214,/company/544214/,Paper & Paper Products
BSE stock (numeric symbol),Spinaroo Comm.,544392,/company/544392/,Paper & Paper Products
BSE stock (numeric symbol),B J Duplex Board,531647,/company/531647/,Paper & Paper Products
BSE stock (numeric symbol),Mohit Paper Mill,530169,/company/530169/,Paper & Paper Products
BSE stock (numeric symbol),Kay Power &Paper,530255,/company/530255/,Paper & Paper Products
BSE stock (numeric symbol),Cella Space,532701,/company/532701/,Paper & Paper Products
BSE stock (numeric symbol),Vapi Enterprise,502589,/company/502589/,Paper & Paper Products
BSE stock (numeric symbol),Sangal Papers,516096,/company/516096/,Paper & Paper Products
BSE stock (numeric symbol),Saffron Industri,531436,/company/531436/,Paper & Paper Products
BSE stock (numeric symbol),Aten Papers,544417,/company/544417/,Paper & Paper Products
BSE stock (numeric symbol),Labelkraft Tech.,543830,/company/543830/,Paper & Paper Products
BSE stock (numeric symbol),Sh. Karthik Pap.,516106,/company/516106/,Paper & Paper Products
BSE stock (numeric symbol),Rama Paper Mills,500357,/company/500357/,Paper & Paper Products
BSE stock (numeric symbol),Konndor Indust.,532397,/company/532397/,Paper & Paper Products
BSE stock (numeric symbol),Agio Paper,516020,/company/516020/,Paper & Paper Products
BSE stock (numeric symbol),Coral Newsprints,530755,/company/530755/,Paper & Paper Products
BSE stock (numeric symbol),Gratex Industrie,526751,/company/526751/,Paper & Paper Products
BSE stock (numeric symbol),Tridev Infra.,531568,/company/531568/,Paper & Paper Products
BSE stock (numeric symbol),Simplex Papers,533019,/company/533019/,Paper & Paper Products
BSE stock (numeric symbol),Gujarat Winding,541627,/company/541627/,Paper & Paper Products
BSE stock (numeric symbol),Indian Wood Prod,540954,/company/540954/consolidated/,Forest Products
BSE stock (numeric symbol),Pratik Panels,526490,/company/526490/,Forest Products
BSE stock (numeric symbol),Natl. Plywood,516062,/company/516062/,Forest Products
BSE stock (numeric symbol),Ludlow Jute,526179,/company/526179/,Jute & Jute Products
BSE stock (numeric symbol),AI Champ.Inds.,532806,/company/532806/,Jute & Jute Products
BSE stock (numeric symbol),Grameva,539120,/company/539120/,Jute & Jute Products
BSE stock (numeric symbol),Mercury EV-Tech,531357,/company/531357/consolidated/,Passenger Cars & Utility Vehicles
BSE stock (numeric symbol),Zelio E-Mobility,544563,/company/544563/,2/3 Wheelers
BSE stock (numeric symbol),Eraaya Lifespace,531035,/company/531035/consolidated/,2/3 Wheelers
BSE stock (numeric symbol),Wardwizard Inno.,538970,/company/538970/consolidated/,2/3 Wheelers
BSE stock (numeric symbol),Supertech EV,544428,/company/544428/,2/3 Wheelers
BSE stock (numeric symbol),Competent Auto,531041,/company/531041/,Auto Dealer
BSE stock (numeric symbol),Resourceful Auto,544236,/company/544236/,Auto Dealer
BSE stock (numeric symbol),Naksh Precious,539402,/company/539402/,Auto Dealer
BSE stock (numeric symbol),Frontier Springs,522195,/company/522195/,Auto Components & Equipments
BSE stock (numeric symbol),Auto.Corp.of Goa,505036,/company/505036/,Auto Components & Equipments
BSE stock (numeric symbol),Sar Auto Prod.,538992,/company/538992/,Auto Components & Equipments
BSE stock (numeric symbol),Saint-Gob. Sekur,515043,/company/515043/,Auto Components & Equipments
BSE stock (numeric symbol),IST,508807,/company/508807/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Enkei Wheels,533477,/company/533477/,Auto Components & Equipments
BSE stock (numeric symbol),Z F Steering,505163,/company/505163/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Kinetic Engg.,500240,/company/500240/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Pradeep Metals,513532,/company/513532/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Triton Valves,505978,/company/505978/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Veljan Denison,505232,/company/505232/,Auto Components & Equipments
BSE stock (numeric symbol),RNIT AI Solution,517286,/company/517286/,Auto Components & Equipments
BSE stock (numeric symbol),Talbros Engg.,538987,/company/538987/,Auto Components & Equipments
BSE stock (numeric symbol),CLN Energy,544347,/company/544347/,Auto Components & Equipments
BSE stock (numeric symbol),Jay Ushin,513252,/company/513252/,Auto Components & Equipments
BSE stock (numeric symbol),Menon Pistons,531727,/company/531727/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Emmforce Auto.,544166,/company/544166/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Bimetal Bearings,505681,/company/505681/,Auto Components & Equipments
BSE stock (numeric symbol),Him Teknoforg.,505712,/company/505712/,Auto Components & Equipments
BSE stock (numeric symbol),G G Automotive,531399,/company/531399/,Auto Components & Equipments
BSE stock (numeric symbol),Simm. Marshall,507998,/company/507998/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Machino Plastics,523248,/company/523248/,Auto Components & Equipments
BSE stock (numeric symbol),LGB Forge,533007,/company/533007/,Auto Components & Equipments
BSE stock (numeric symbol),Duncan Engg.,504908,/company/504908/,Auto Components & Equipments
BSE stock (numeric symbol),Bhagwati Auto,504646,/company/504646/,Auto Components & Equipments
BSE stock (numeric symbol),IP Rings,523638,/company/523638/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Gallard Steel,544616,/company/544616/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),SNL Bearings,505827,/company/505827/,Auto Components & Equipments
BSE stock (numeric symbol),Hindustan Hardy,505893,/company/505893/,Auto Components & Equipments
BSE stock (numeric symbol),Samkrg Pistons,520075,/company/520075/,Auto Components & Equipments
BSE stock (numeric symbol),Akar Auto Indust,530621,/company/530621/,Auto Components & Equipments
BSE stock (numeric symbol),SAL Automotive,539353,/company/539353/,Auto Components & Equipments
BSE stock (numeric symbol),Auto Pins (I),531994,/company/531994/,Auto Components & Equipments
BSE stock (numeric symbol),New Swan,544082,/company/544082/,Auto Components & Equipments
BSE stock (numeric symbol),Porwal Auto Comp,532933,/company/532933/,Auto Components & Equipments
BSE stock (numeric symbol),Kranti Industrie,542459,/company/542459/consolidated/,Auto Components & Equipments
BSE stock (numeric symbol),Universal Auto.,539314,/company/539314/,Auto Components & Equipments
BSE stock (numeric symbol),Vishal Bearings,539398,/company/539398/,Auto Components & Equipments
BSE stock (numeric symbol),G S Auto Intl.,513059,/company/513059/,Auto Components & Equipments
BSE stock (numeric symbol),Jagan Lamps,530711,/company/530711/,Auto Components & Equipments
BSE stock (numeric symbol),Rasandik Engg.,522207,/company/522207/,Auto Components & Equipments
BSE stock (numeric symbol),EL Forge,531144,/company/531144/,Auto Components & Equipments
BSE stock (numeric symbol),Jainex Aamcol,505212,/company/505212/,Auto Components & Equipments
BSE stock (numeric symbol),Sibar Auto Parts,520141,/company/520141/,Auto Components & Equipments
BSE stock (numeric symbol),Amforge Inds.,513117,/company/513117/,Auto Components & Equipments
BSE stock (numeric symbol),Harig Crankshaft,500178,/company/500178/,Auto Components & Equipments
BSE stock (numeric symbol),Kairosoft AI,506122,/company/506122/,Auto Components & Equipments
BSE stock (numeric symbol),Spectra Industri,513687,/company/513687/,Auto Components & Equipments
BSE stock (numeric symbol),PAE,517230,/company/517230/,Auto Components & Equipments
BSE stock (numeric symbol),India Radiators,505100,/company/505100/,Auto Components & Equipments
BSE stock (numeric symbol),V R Woodart,523888,/company/523888/consolidated/,Tyres & Rubber Products
BSE stock (numeric symbol),Indag Rubber,509162,/company/509162/consolidated/,Tyres & Rubber Products
BSE stock (numeric symbol),Dolfin Rubbers,542013,/company/542013/,Tyres & Rubber Products
BSE stock (numeric symbol),M M Rubber,509196,/company/509196/,Tyres & Rubber Products
BSE stock (numeric symbol),Cochin Malabar,508571,/company/508571/,Tyres & Rubber Products
BSE stock (numeric symbol),Vamshi Rubber,530369,/company/530369/,Tyres & Rubber Products
BSE stock (numeric symbol),Tirupati Innovar,539040,/company/539040/,Tyres & Rubber Products
BSE stock (numeric symbol),Eastern Treads,531346,/company/531346/,Tyres & Rubber Products
BSE stock (numeric symbol),CWD,543378,/company/543378/consolidated/,Consumer Electronics
BSE stock (numeric symbol),Nanta Tech,544668,/company/544668/,Consumer Electronics
BSE stock (numeric symbol),Sharp India,523449,/company/523449/,Consumer Electronics
BSE stock (numeric symbol),Calcom Vision,517236,/company/517236/,Consumer Electronics
BSE stock (numeric symbol),Comrade Applian.,543921,/company/543921/,Consumer Electronics
BSE stock (numeric symbol),Samtel (India),500371,/company/500371/,Consumer Electronics
BSE stock (numeric symbol),VXL Instruments,517399,/company/517399/,Consumer Electronics
BSE stock (numeric symbol),Tirupati Foam,540904,/company/540904/,"Furniture, Home Furnishing"
BSE stock (numeric symbol),Milestone Furn.,541337,/company/541337/,"Furniture, Home Furnishing"
BSE stock (numeric symbol),Shashwat Furnis.,543519,/company/543519/consolidated/,"Furniture, Home Furnishing"
BSE stock (numeric symbol),Magenta Life,544188,/company/544188/,"Furniture, Home Furnishing"
BSE stock (numeric symbol),Golden Carpets,531928,/company/531928/,"Furniture, Home Furnishing"
BSE stock (numeric symbol),Manoj Ceramic,544073,/company/544073/,Ceramics
BSE stock (numeric symbol),Restile Ceramics,515085,/company/515085/,Ceramics
BSE stock (numeric symbol),Pacific Inds,523483,/company/523483/consolidated/,Granites & Marbles
BSE stock (numeric symbol),Royal Cush. Vin.,526193,/company/526193/,Granites & Marbles
BSE stock (numeric symbol),Elegant Marbles,526705,/company/526705/,Granites & Marbles
BSE stock (numeric symbol),Timex Group,500414,/company/500414/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),Khazanchi Jewell,543953,/company/543953/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),Asian Star Co.,531847,/company/531847/consolidated/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),PNGS Gargi FJ,543709,/company/543709/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),Manbro Indust.,512595,/company/512595/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),Uday Jewellery,539518,/company/539518/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),Mini Diamonds(I),523373,/company/523373/,"Gems, Jewellery And Watches"
BSE stock (numeric symbol),Maxgrow India,521167,/company/521167/consolidated/,"Gems, Jewellery And Watches"
